user_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment
U2536,4,4,1147.75,5,5,5,Champions
U2537,10,2,887.19,4,3,5,Champions
U2538,20,2,221.64999999999998,3,3,1,At Risk
U2539,4,1,442.85,5,1,3,Loyal
U2540,57,2,465.03999999999996,1,3,3,At Risk
U2542,34,3,490.98,2,4,3,Loyal
U2543,37,2,382.26,2,3,2,At Risk
U2544,56,1,85.24,1,1,1,Lost
U2545,2,2,922.01,5,3,5,Champions
U2546,46,1,21.89,1,1,1,Lost
U2547,16,2,943.86,3,3,5,Loyal
U2548,24,4,918.45,3,5,5,Champions
U2549,12,3,901.8299999999999,4,4,5,Champions
U2553,11,3,590.89,4,4,4,Champions
U2554,18,1,416.16,3,1,3,At Risk
U2555,33,5,1362.71,2,5,5,Champions
U2556,44,1,235.4,1,1,2,Lost
U2557,9,3,815.26,4,4,5,Champions
U2558,24,1,130.65,3,1,1,Lost
U2560,4,2,486.22,5,3,3,Loyal
U2561,15,2,284.15,4,3,2,Loyal
U2562,2,3,809.65,5,4,5,Champions
U2563,55,1,26.1,1,1,1,Lost
U2568,25,1,472.37,3,1,3,At Risk
U2569,9,1,75.71,4,1,1,At Risk
U2570,39,1,415.69,1,1,3,Lost
U2571,6,3,659.81,5,4,4,Champions
U2572,30,2,156.64,2,3,1,At Risk
U2573,10,2,698.56,4,3,4,Loyal
U2574,15,3,508.75,4,4,3,Loyal
U2576,6,1,361.8,5,1,2,At Risk
U2577,55,1,314.18,1,1,2,Lost
U2578,25,2,384.21000000000004,3,3,2,At Risk
U2581,34,3,589.02,2,4,4,Loyal
U2582,32,3,421.35,2,4,3,Loyal
U2583,14,3,967.59,4,4,5,Champions
U2584,33,1,107.56,2,1,1,Lost
U2585,8,4,1067.87,4,5,5,Champions
U2586,15,1,84.72,4,1,1,At Risk
U2587,25,2,618.64,3,3,4,Loyal
U2588,4,2,534.35,5,3,4,Champions
U2589,3,3,797.4200000000001,5,4,5,Champions
U2591,3,1,387.06,5,1,2,At Risk
U2596,3,3,343.36,5,4,2,Loyal
U2597,27,2,795.53,2,3,5,Loyal
U2598,8,4,717.54,4,5,4,Champions
U2599,38,2,919.6,2,3,5,Loyal
U2600,46,2,568.65,1,3,4,At Risk
U2602,40,1,203.46,1,1,1,Lost
U2603,9,3,709.79,4,4,4,Champions
U2605,13,3,355.15,4,4,2,Loyal
U2606,9,5,1092.28,4,5,5,Champions
U2607,5,3,467.46000000000004,5,4,3,Champions
U2608,39,2,216.72,1,3,1,Lost
U2609,16,2,743.31,3,3,4,Loyal
U2612,32,4,1202.9,2,5,5,Champions
U2614,15,3,414.94,4,4,3,Loyal
U2615,48,1,435.27,1,1,3,Lost
U2616,44,2,523.62,1,3,3,At Risk
U2617,8,3,744.75,4,4,4,Champions
U2619,10,2,576.02,4,3,4,Loyal
U2620,44,1,243.57,1,1,2,Lost
U2621,4,3,492.87999999999994,5,4,3,Champions
U2622,26,2,569.1800000000001,2,3,4,Loyal
U2623,4,2,558.01,5,3,4,Champions
U2624,39,1,480.1,1,1,3,Lost
U2625,16,2,546.47,3,3,4,Loyal
U2626,54,1,241.64,1,1,2,Lost
U2627,10,3,452.6,4,4,3,Loyal
U2628,36,2,585.25,2,3,4,Loyal
U2629,5,3,642.34,5,4,4,Champions
U2630,41,2,210.23,1,3,1,Lost
U2632,18,1,289.82,3,1,2,At Risk
U2633,3,3,947.36,5,4,5,Champions
U2634,4,2,635.73,5,3,4,Champions
U2635,55,1,307.2,1,1,2,Lost
U2636,23,3,659.98,3,4,4,Loyal
U2639,14,4,1159.66,4,5,5,Champions
U2640,51,1,496.37,1,1,3,Lost
U2641,42,1,378.24,1,1,2,Lost
U2642,4,3,888.36,5,4,5,Champions
U2643,30,1,382.12,2,1,2,Lost
U2644,40,2,704.48,1,3,4,At Risk
U2645,50,1,359.25,1,1,2,Lost
U2646,8,3,1111.01,4,4,5,Champions
U2647,36,1,142.89,2,1,1,Lost
U2648,8,2,631.6800000000001,4,3,4,Loyal
U2649,4,2,194.42000000000002,5,3,1,Loyal
U2650,17,1,482.28,3,1,3,At Risk
U2652,25,2,274.67,3,3,2,At Risk
U2653,11,2,438.01,4,3,3,Loyal
U2654,4,2,499.48,5,3,3,Loyal
U2655,18,3,836.86,3,4,5,Champions
U2656,8,4,1048.21,4,5,5,Champions
U2658,14,2,265.89,4,3,2,Loyal
U2659,15,1,94.45,4,1,1,At Risk
U2660,4,2,816.0999999999999,5,3,5,Champions
U2661,22,3,982.75,3,4,5,Champions
U2662,56,1,434.57,1,1,3,Lost
U2663,11,1,71.78,4,1,1,At Risk
U2664,17,2,305.47,3,3,2,At Risk
U2665,48,1,121.74,1,1,1,Lost
U2666,6,3,1283.69,5,4,5,Champions
U2667,15,2,411.28,4,3,3,Loyal
U2669,20,1,497.19,3,1,3,At Risk
U2671,11,3,1227.09,4,4,5,Champions
U2672,1,2,757.9300000000001,5,3,4,Champions
U2673,16,3,969.91,3,4,5,Champions
U2674,42,1,394.08,1,1,3,Lost
U2675,7,3,696.61,5,4,4,Champions
U2676,8,1,313.63,4,1,2,At Risk
U2677,27,2,512.04,2,3,3,At Risk
U2678,36,2,175.31,2,3,1,At Risk
U2679,24,2,478.44,3,3,3,Loyal
U2680,59,1,433.18,1,1,3,Lost
U2681,39,1,191.74,1,1,1,Lost
U2683,11,1,381.13,4,1,2,At Risk
U2684,2,1,115.34,5,1,1,At Risk
U2685,49,1,263.11,1,1,2,Lost
U2686,2,4,858.26,5,5,5,Champions
U2687,18,4,1117.0,3,5,5,Champions
U2688,5,2,697.76,5,3,4,Champions
U2691,17,3,999.03,3,4,5,Champions
U2692,25,2,343.47,3,3,2,At Risk
U2693,37,3,602.33,2,4,4,Loyal
U2694,53,2,443.01,1,3,3,At Risk
U2695,12,4,1047.45,4,5,5,Champions
U2697,32,2,242.16,2,3,2,At Risk
U2698,51,2,453.44000000000005,1,3,3,At Risk
U2701,16,1,17.05,3,1,1,Lost
U2702,5,4,1175.94,5,5,5,Champions
U2703,4,1,83.45,5,1,1,At Risk
U2704,47,1,160.9,1,1,1,Lost
U2705,11,1,124.33,4,1,1,At Risk
U2707,22,1,282.57,3,1,2,At Risk
U2709,19,2,439.83000000000004,3,3,3,Loyal
U2710,2,2,718.3299999999999,5,3,4,Champions
U2711,49,2,332.22999999999996,1,3,2,At Risk
U2712,14,1,182.86,4,1,1,At Risk
U2713,33,1,273.18,2,1,2,Lost
U2714,13,2,525.46,4,3,4,Loyal
U2715,3,2,882.74,5,3,5,Champions
U2716,25,2,449.15999999999997,3,3,3,Loyal
U2717,38,1,72.23,2,1,1,Lost
U2718,11,1,38.18,4,1,1,At Risk
U2719,19,3,882.25,3,4,5,Champions
U2720,39,1,455.43,1,1,3,Lost
U2722,35,3,675.78,2,4,4,Loyal
U2723,38,1,195.32,2,1,1,Lost
U2724,45,1,243.65,1,1,2,Lost
U2725,20,2,542.63,3,3,4,Loyal
U2726,8,3,523.67,4,4,3,Loyal
U2727,26,3,1045.1,2,4,5,Loyal
U2728,24,1,278.97,3,1,2,At Risk
U2729,4,3,684.62,5,4,4,Champions
U2730,26,1,249.94,2,1,2,Lost
U2732,48,1,421.47,1,1,3,Lost
U2733,54,2,705.24,1,3,4,At Risk
U2734,37,2,641.53,2,3,4,Loyal
U2735,30,3,903.8299999999999,2,4,5,Loyal
U2737,30,2,583.14,2,3,4,Loyal
U2738,4,1,41.59,5,1,1,At Risk
U2739,20,3,575.59,3,4,4,Loyal
U2740,18,2,752.98,3,3,4,Loyal
U2741,14,3,860.16,4,4,5,Champions
U2742,33,3,561.52,2,4,4,Loyal
U2743,1,3,689.1,5,4,4,Champions
U2747,2,3,1118.74,5,4,5,Champions
U2748,3,1,422.45,5,1,3,Loyal
U2749,21,3,622.5,3,4,4,Loyal
U2750,59,1,213.87,1,1,1,Lost
U2751,5,4,858.52,5,5,5,Champions
U2753,34,1,492.57,2,1,3,At Risk
U2754,13,3,1061.47,4,4,5,Champions
U2755,30,1,459.23,2,1,3,At Risk
U2758,4,1,290.62,5,1,2,At Risk
U2759,11,3,861.5,4,4,5,Champions
U2760,34,2,856.74,2,3,5,Loyal
U2761,2,1,87.41,5,1,1,At Risk
U2763,31,1,323.57,2,1,2,Lost
U2764,49,3,786.0799999999999,1,4,5,Loyal
U2765,16,2,526.86,3,3,4,Loyal
U2767,55,1,418.1,1,1,3,Lost
U2768,10,1,415.98,4,1,3,At Risk
U2770,10,4,800.32,4,5,5,Champions
U2772,23,1,407.93,3,1,3,At Risk
U2773,35,2,447.61,2,3,3,At Risk
U2775,29,4,1201.0900000000001,2,5,5,Champions
U2776,50,1,357.77,1,1,2,Lost
U2777,60,1,472.92,1,1,3,Lost
U2778,30,2,669.21,2,3,4,Loyal
U2779,7,3,787.75,5,4,5,Champions
U2782,9,1,392.37,4,1,3,At Risk
U2783,26,3,820.51,2,4,5,Loyal
U2784,16,2,844.81,3,3,5,Loyal
U2785,37,2,340.02,2,3,2,At Risk
U2786,60,1,423.38,1,1,3,Lost
U2787,2,5,1235.29,5,5,5,Champions
U2789,27,2,780.45,2,3,5,Loyal
U2790,17,1,212.71,3,1,1,Lost
U2793,21,2,465.75,3,3,3,Loyal
U2794,11,2,368.34999999999997,4,3,2,Loyal
U2795,14,1,479.89,4,1,3,At Risk
U2796,6,3,972.24,5,4,5,Champions
U2797,56,2,211.41,1,3,1,Lost
U2801,7,3,1122.33,5,4,5,Champions
U2802,12,1,361.82,4,1,2,At Risk
U2803,42,4,970.64,1,5,5,Loyal
U2804,23,2,460.39,3,3,3,Loyal
U2805,6,3,1173.18,5,4,5,Champions
U2806,40,2,478.66999999999996,1,3,3,At Risk
U2809,46,1,192.44,1,1,1,Lost
U2810,10,3,800.7,4,4,5,Champions
U2811,16,2,871.75,3,3,5,Loyal
U2812,7,2,798.66,5,3,5,Champions
U2813,7,3,258.48,5,4,2,Loyal
U2814,22,5,1226.45,3,5,5,Champions
U2815,32,1,433.02,2,1,3,At Risk
U2816,1,3,765.36,5,4,4,Champions
U2817,30,1,407.64,2,1,3,At Risk
U2819,10,1,86.64,4,1,1,At Risk
U2820,6,1,281.45,5,1,2,At Risk
U2821,8,2,55.14,4,3,1,At Risk
U2823,6,1,347.52,5,1,2,At Risk
U2824,9,1,417.35,4,1,3,At Risk
U2825,12,4,510.35,4,5,3,Champions
U2826,26,2,185.1,2,3,1,At Risk
U2827,5,2,664.3299999999999,5,3,4,Champions
U2829,34,1,158.55,2,1,1,Lost
U2830,38,3,839.5,2,4,5,Loyal
U2831,51,1,197.82,1,1,1,Lost
U2833,28,2,523.84,2,3,3,At Risk
U2836,46,3,804.4300000000001,1,4,5,Loyal
U2837,18,3,629.97,3,4,4,Loyal
U2838,7,1,411.45,5,1,3,Loyal
U2839,31,4,1093.3700000000001,2,5,5,Champions
U2840,26,2,641.77,2,3,4,Loyal
U2842,52,1,227.01,1,1,2,Lost
U2843,9,3,630.6800000000001,4,4,4,Champions
U2844,19,2,244.67000000000002,3,3,2,At Risk
U2845,2,1,194.75,5,1,1,At Risk
U2846,48,1,54.28,1,1,1,Lost
U2847,13,3,669.49,4,4,4,Champions
U2848,6,2,816.88,5,3,5,Champions
U2849,29,2,640.0699999999999,2,3,4,Loyal
U2850,32,2,841.6600000000001,2,3,5,Loyal
U2851,8,3,763.3999999999999,4,4,4,Champions
U2853,9,2,615.01,4,3,4,Loyal
U2854,43,2,669.8399999999999,1,3,4,At Risk
U2855,32,3,722.49,2,4,4,Loyal
U2856,27,2,531.75,2,3,4,Loyal
U2857,28,1,426.62,2,1,3,At Risk
U2858,60,1,212.54,1,1,1,Lost
U2859,15,1,456.1,4,1,3,At Risk
U2860,28,2,580.15,2,3,4,Loyal
U2861,1,2,412.07000000000005,5,3,3,Loyal
U2862,6,2,632.81,5,3,4,Champions
U2863,23,3,682.06,3,4,4,Loyal
U2864,29,2,337.70000000000005,2,3,2,At Risk
U2865,23,2,505.6,3,3,3,Loyal
U2866,8,3,947.23,4,4,5,Champions
U2867,54,1,303.37,1,1,2,Lost
U2868,26,1,146.99,2,1,1,Lost
U2870,19,1,452.64,3,1,3,At Risk
U2871,1,2,808.5999999999999,5,3,5,Champions
U2872,59,2,539.38,1,3,4,At Risk
U2873,51,1,384.8,1,1,2,Lost
U2874,9,2,736.0,4,3,4,Loyal
U2875,36,2,732.69,2,3,4,Loyal
U2876,8,4,1197.75,4,5,5,Champions
U2877,17,2,266.8,3,3,2,At Risk
U2880,3,3,616.98,5,4,4,Champions
U2882,56,1,100.0,1,1,1,Lost
U2883,5,2,675.28,5,3,4,Champions
U2884,47,3,426.94,1,4,3,At Risk
U2886,18,2,303.91999999999996,3,3,2,At Risk
U2887,21,2,893.5799999999999,3,3,5,Loyal
U2888,36,2,333.73,2,3,2,At Risk
U2889,9,2,811.27,4,3,5,Champions
U2890,4,3,842.4000000000001,5,4,5,Champions
U2893,6,1,156.09,5,1,1,At Risk
U2894,1,3,1033.18,5,4,5,Champions
U2895,39,1,239.65,1,1,2,Lost
U2896,32,2,601.4100000000001,2,3,4,Loyal
U2897,45,3,96.19,1,4,1,At Risk
U2898,2,2,174.20999999999998,5,3,1,Loyal
U2899,3,3,663.24,5,4,4,Champions
U2901,23,2,416.13,3,3,3,Loyal
U2902,7,3,1116.7,5,4,5,Champions
U2903,1,4,651.35,5,5,4,Champions
U2905,36,2,364.6,2,3,2,At Risk
U2906,14,2,389.96,4,3,3,Loyal
U2908,13,4,839.4200000000001,4,5,5,Champions
U2909,22,1,291.0,3,1,2,At Risk
U2910,22,1,350.84,3,1,2,At Risk
U2911,9,3,672.94,4,4,4,Champions
U2913,36,2,381.78,2,3,2,At Risk
U2914,29,1,73.86,2,1,1,Lost
U2915,19,1,123.22,3,1,1,Lost
U2916,21,1,89.47,3,1,1,Lost
U2919,13,1,451.65,4,1,3,At Risk
U2920,1,5,856.5799999999999,5,5,5,Champions
U2923,26,1,244.28,2,1,2,Lost
U2924,49,1,486.75,1,1,3,Lost
U2925,53,3,490.08000000000004,1,4,3,At Risk
U2926,5,1,317.25,5,1,2,At Risk
U2927,5,2,522.49,5,3,3,Loyal
U2928,2,3,794.48,5,4,5,Champions
U2931,22,1,299.71,3,1,2,At Risk
U2932,45,2,589.51,1,3,4,At Risk
U2934,5,1,182.43,5,1,1,At Risk
U2937,8,2,708.34,4,3,4,Loyal
U2938,21,2,390.82,3,3,3,Loyal
U2939,20,1,461.58,3,1,3,At Risk
U2940,30,1,378.21,2,1,2,Lost
U2941,4,1,87.86,5,1,1,At Risk
U2942,16,2,424.44,3,3,3,Loyal
U2944,24,2,802.62,3,3,5,Loyal
U2945,12,2,407.08,4,3,3,Loyal
U2946,9,2,609.81,4,3,4,Loyal
U2947,24,3,1149.24,3,4,5,Champions
U2948,46,1,452.58,1,1,3,Lost
U2949,40,1,386.23,1,1,2,Lost
U2952,28,1,243.54,2,1,2,Lost
U2954,23,1,109.7,3,1,1,Lost
U2955,27,1,400.15,2,1,3,At Risk
U2956,44,1,475.17,1,1,3,Lost
U2958,6,3,989.21,5,4,5,Champions
U2959,1,2,585.04,5,3,4,Champions
U2960,24,1,32.43,3,1,1,Lost
U2961,49,3,790.01,1,4,5,Loyal
U2965,39,1,439.46,1,1,3,Lost
U2966,14,2,161.09,4,3,1,At Risk
U2968,16,2,240.83999999999997,3,3,2,At Risk
U2969,16,5,1188.2,3,5,5,Champions
U2972,3,2,140.65,5,3,1,Loyal
U2973,4,2,640.55,5,3,4,Champions
U2974,9,1,314.03,4,1,2,At Risk
U2975,11,6,1658.8600000000001,4,5,5,Champions
U2976,48,1,459.51,1,1,3,Lost
U2977,25,3,543.95,3,4,4,Loyal
U2979,2,1,214.0,5,1,1,At Risk
U2980,18,3,844.64,3,4,5,Champions
U2981,37,2,644.77,2,3,4,Loyal
U2982,10,2,334.38,4,3,2,Loyal
U2984,20,2,417.79999999999995,3,3,3,Loyal
U2985,30,1,81.38,2,1,1,Lost
U2986,6,2,609.0699999999999,5,3,4,Champions
U2987,2,1,83.01,5,1,1,At Risk
U2988,9,3,954.14,4,4,5,Champions
U2989,14,2,485.23,4,3,3,Loyal
U2991,43,1,186.51,1,1,1,Lost
U2992,35,2,541.92,2,3,4,Loyal
U2993,1,1,173.22,5,1,1,At Risk
U2994,36,1,491.21,2,1,3,At Risk
U2995,14,4,1363.73,4,5,5,Champions
U2996,31,1,43.59,2,1,1,Lost
U2997,46,1,263.91,1,1,2,Lost
U2999,1,5,890.8199999999999,5,5,5,Champions
U3000,24,2,388.35,3,3,2,At Risk
U3001,30,3,916.17,2,4,5,Loyal
U3002,13,2,788.33,4,3,5,Champions
U3003,29,1,47.04,2,1,1,Lost
U3004,38,3,611.88,2,4,4,Loyal
U3005,21,1,395.17,3,1,3,At Risk
U3007,12,2,746.02,4,3,4,Loyal
U3009,15,1,210.6,4,1,1,At Risk
U3010,37,2,853.0899999999999,2,3,5,Loyal
U3011,13,1,472.67,4,1,3,At Risk
U3012,24,1,176.97,3,1,1,Lost
U3013,4,1,232.25,5,1,2,At Risk
U3014,24,1,441.9,3,1,3,At Risk
U3015,26,2,397.6,2,3,3,At Risk
U3017,21,1,312.44,3,1,2,At Risk
U3018,56,1,301.37,1,1,2,Lost
U3021,21,1,309.38,3,1,2,At Risk
U3023,18,1,296.44,3,1,2,At Risk
U3024,5,3,627.64,5,4,4,Champions
U3026,3,1,469.44,5,1,3,Loyal
U3027,58,1,488.74,1,1,3,Lost
U3028,52,1,412.29,1,1,3,Lost
U3030,47,1,80.92,1,1,1,Lost
U3031,8,3,621.36,4,4,4,Champions
U3033,2,4,746.3199999999999,5,5,4,Champions
U3034,21,2,601.15,3,3,4,Loyal
U3035,10,2,192.8,4,3,1,At Risk
U3037,44,1,26.79,1,1,1,Lost
U3038,21,1,215.53,3,1,1,Lost
U3039,27,2,345.3,2,3,2,At Risk
U3040,21,4,763.01,3,5,4,Champions
U3041,28,1,319.47,2,1,2,Lost
U3042,6,2,675.5,5,3,4,Champions
U3043,8,1,293.61,4,1,2,At Risk
U3044,26,3,567.9799999999999,2,4,4,Loyal
U3045,15,1,371.0,4,1,2,At Risk
U3046,21,2,672.3399999999999,3,3,4,Loyal
U3047,18,1,281.84,3,1,2,At Risk
U3048,13,3,1048.3799999999999,4,4,5,Champions
U3049,49,2,739.02,1,3,4,At Risk
U3050,45,1,19.28,1,1,1,Lost
U3051,30,3,777.7,2,4,5,Loyal
U3052,22,3,887.8499999999999,3,4,5,Champions
U3053,21,2,860.95,3,3,5,Loyal
U3055,10,1,276.83,4,1,2,At Risk
U3056,2,2,411.29999999999995,5,3,3,Loyal
U3057,23,2,417.89,3,3,3,Loyal
U3060,15,1,285.56,4,1,2,At Risk
U3061,7,2,453.61,5,3,3,Loyal
U3062,9,4,484.83000000000004,4,5,3,Champions
U3065,30,2,496.17,2,3,3,At Risk
U3066,6,2,373.06,5,3,2,Loyal
U3067,18,1,442.02,3,1,3,At Risk
U3068,4,3,668.11,5,4,4,Champions
U3071,15,3,393.08,4,4,3,Loyal
U3072,12,1,214.01,4,1,1,At Risk
U3074,42,2,202.9,1,3,1,Lost
U3076,23,1,382.08,3,1,2,At Risk
U3079,9,2,425.91,4,3,3,Loyal
U3080,24,1,290.27,3,1,2,At Risk
U3082,39,2,499.87,1,3,3,At Risk
U3083,7,4,586.02,5,5,4,Champions
U3084,1,4,1369.54,5,5,5,Champions
U3085,7,3,411.73,5,4,3,Champions
U3086,4,2,909.62,5,3,5,Champions
U3088,55,1,345.63,1,1,2,Lost
U3089,16,2,196.14000000000001,3,3,1,At Risk
U3090,60,1,297.34,1,1,2,Lost
U3091,1,2,814.28,5,3,5,Champions
U3092,26,2,638.1,2,3,4,Loyal
U3093,12,5,1103.69,4,5,5,Champions
U3094,18,1,54.48,3,1,1,Lost
U3095,5,1,68.0,5,1,1,At Risk
U3096,6,2,825.28,5,3,5,Champions
U3097,17,1,497.98,3,1,3,At Risk
U3098,60,1,466.03,1,1,3,Lost
U3099,43,2,591.49,1,3,4,At Risk
U3100,47,1,115.41,1,1,1,Lost
U3101,22,2,246.08,3,3,2,At Risk
U3102,27,3,457.65999999999997,2,4,3,Loyal
U3103,8,6,1407.04,4,5,5,Champions
U3106,32,3,576.0,2,4,4,Loyal
U3107,11,2,200.01,4,3,1,At Risk
U3108,44,1,467.19,1,1,3,Lost
U3109,41,1,438.5,1,1,3,Lost
U3110,59,1,220.74,1,1,1,Lost
U3111,8,2,417.8,4,3,3,Loyal
U3112,1,2,481.47,5,3,3,Loyal
U3113,31,2,538.4200000000001,2,3,4,Loyal
U3114,14,2,515.95,4,3,3,Loyal
U3115,8,2,553.9000000000001,4,3,4,Loyal
U3118,47,1,277.58,1,1,2,Lost
U3119,2,5,1210.0900000000001,5,5,5,Champions
U3121,20,2,829.47,3,3,5,Loyal
U3122,21,2,654.84,3,3,4,Loyal
U3123,30,2,192.05,2,3,1,At Risk
U3124,1,2,496.16,5,3,3,Loyal
U3125,25,1,458.53,3,1,3,At Risk
U3126,9,2,642.4,4,3,4,Loyal
U3127,47,2,412.28,1,3,3,At Risk
U3128,11,1,235.93,4,1,2,At Risk
U3130,13,3,540.06,4,4,4,Champions
U3131,29,2,450.80000000000007,2,3,3,At Risk
U3132,9,1,224.43,4,1,2,At Risk
U3133,20,1,196.24,3,1,1,Lost
U3135,14,3,920.99,4,4,5,Champions
U3136,7,5,1708.48,5,5,5,Champions
U3137,38,1,56.85,2,1,1,Lost
U3139,16,3,702.09,3,4,4,Loyal
U3140,5,5,1063.03,5,5,5,Champions
U3141,6,3,541.88,5,4,4,Champions
U3142,1,3,844.87,5,4,5,Champions
U3143,29,3,843.28,2,4,5,Loyal
U3144,26,3,1059.8700000000001,2,4,5,Loyal
U3145,27,2,296.59000000000003,2,3,2,At Risk
U3146,41,1,240.58,1,1,2,Lost
U3147,7,3,561.61,5,4,4,Champions
U3148,17,2,660.92,3,3,4,Loyal
U3150,4,4,1618.04,5,5,5,Champions
U3151,14,3,847.64,4,4,5,Champions
U3153,8,2,562.9,4,3,4,Loyal
U3154,21,3,1292.5,3,4,5,Champions
U3155,13,4,1454.34,4,5,5,Champions
U3157,13,1,50.37,4,1,1,At Risk
U3158,28,2,761.64,2,3,4,Loyal
U3159,36,1,350.66,2,1,2,Lost
U3160,13,4,562.01,4,5,4,Champions
U3161,14,3,972.98,4,5,5,Champions
U3162,29,1,265.72,2,1,2,Lost
U3163,5,3,591.48,5,5,4,Champions
U3164,21,3,1190.74,3,5,5,Champions
U3165,35,2,406.3,2,3,3,At Risk
U3167,22,1,450.72,3,1,3,At Risk
U3169,14,4,1161.73,4,5,5,Champions
U3170,4,4,768.83,5,5,4,Champions
U3172,14,3,939.13,4,5,5,Champions
U3173,37,1,420.48,2,1,3,At Risk
U3174,22,2,669.8,3,3,4,Loyal
U3175,17,2,230.57,3,3,2,At Risk
U3177,19,1,140.59,3,1,1,Lost
U3178,7,3,931.3199999999999,5,5,5,Champions
U3179,33,1,118.74,2,1,1,Lost
U3180,6,2,560.8100000000001,5,3,4,Champions
U3181,32,1,449.12,2,1,3,At Risk
U3183,54,1,160.52,1,1,1,Lost
U3184,18,1,366.59,3,1,2,At Risk
U3186,59,1,478.02,1,1,3,Lost
U3188,14,1,483.43,4,1,3,At Risk
U3190,12,2,730.56,4,3,4,Loyal
U3192,50,1,218.47,1,1,1,Lost
U3193,16,3,1068.04,3,5,5,Champions
U3194,3,2,213.84,5,3,1,Loyal
U3197,54,2,486.39,1,3,3,At Risk
U3198,30,2,788.8199999999999,2,3,5,Loyal
U3199,7,4,762.29,5,5,4,Champions
U3201,52,1,105.34,1,1,1,Lost
U3202,22,1,216.76,3,1,1,Lost
U3203,5,4,977.38,5,5,5,Champions
U3206,3,1,269.03,5,1,2,At Risk
U3209,4,3,691.04,5,5,4,Champions
U3210,2,1,247.57,5,1,2,At Risk
U3211,34,1,303.57,2,1,2,Lost
U3212,19,3,564.03,3,5,4,Champions
U3213,8,3,738.35,4,5,4,Champions
U3214,1,3,666.59,5,5,4,Champions
U3215,7,2,377.37,5,3,2,Loyal
U3216,2,5,1316.06,5,5,5,Champions
U3217,52,2,486.07000000000005,1,3,3,At Risk
U3218,4,1,328.43,5,1,2,At Risk
U3219,5,2,766.28,5,3,4,Champions
U3220,30,2,734.01,2,3,4,Loyal
U3221,11,1,239.72,4,1,2,At Risk
U3222,6,3,356.09000000000003,5,5,2,Champions
U3224,21,2,472.65999999999997,3,3,3,Loyal
U3225,23,2,750.1500000000001,3,3,4,Loyal
U3226,16,4,1425.93,3,5,5,Champions
U3227,35,3,928.72,2,5,5,Champions
U3228,22,3,911.28,3,5,5,Champions
U3230,39,2,551.38,1,3,4,At Risk
U3231,3,2,745.8299999999999,5,3,4,Champions
U3232,50,1,349.85,1,1,2,Lost
U3233,37,3,818.88,2,5,5,Champions
U3234,26,1,445.74,2,1,3,At Risk
U3235,3,3,684.31,5,5,4,Champions
U3236,60,1,337.97,1,1,2,Lost
U3237,50,1,413.71,1,1,3,Lost
U3238,49,2,798.22,1,3,5,Loyal
U3239,2,2,467.69,5,3,3,Loyal
U3241,29,1,194.48,2,1,1,Lost
U3242,14,4,754.78,4,5,4,Champions
U3243,40,1,378.68,1,1,2,Lost
U3244,58,1,166.48,1,1,1,Lost
U3245,38,1,167.1,2,1,1,Lost
U3246,11,1,369.56,4,1,2,At Risk
U3247,29,1,477.45,2,1,3,At Risk
U3248,11,2,435.38,4,3,3,Loyal
U3249,44,1,212.03,1,1,1,Lost
U3250,52,1,27.36,1,1,1,Lost
U3251,21,1,232.86,3,1,2,At Risk
U3252,14,2,505.21,4,3,3,Loyal
U3253,16,1,94.1,3,1,1,Lost
U3254,30,2,334.09000000000003,2,3,2,At Risk
U3255,13,2,436.06,4,3,3,Loyal
U3258,44,2,163.01999999999998,1,3,1,Lost
U3259,13,4,1274.8600000000001,4,5,5,Champions
U3260,34,2,205.94,2,3,1,At Risk
U3261,26,1,58.65,2,1,1,Lost
U3262,47,1,47.89,1,1,1,Lost
U3263,2,1,454.46,5,1,3,Loyal
U3266,6,6,1578.6000000000001,5,5,5,Champions
U3267,6,1,473.78,5,1,3,Loyal
U3268,11,2,306.03,4,3,2,Loyal
U3269,50,1,242.05,1,1,2,Lost
U3270,10,3,1247.5,4,5,5,Champions
U3271,14,5,1187.02,4,5,5,Champions
U3272,7,3,582.38,5,5,4,Champions
U3273,4,4,1122.38,5,5,5,Champions
U3275,34,2,320.9,2,3,2,At Risk
U3276,33,1,86.72,2,1,1,Lost
U3278,1,1,227.48,5,1,2,At Risk
U3279,8,3,886.48,4,5,5,Champions
U3280,18,1,172.55,3,1,1,Lost
U3281,8,5,1715.73,4,5,5,Champions
U3282,38,1,113.98,2,1,1,Lost
U3283,9,1,264.63,4,1,2,At Risk
U3284,40,1,271.91,1,1,2,Lost
U3285,3,7,1232.5,5,5,5,Champions
U3286,15,3,769.5,4,5,4,Champions
U3288,11,2,445.42999999999995,4,3,3,Loyal
U3289,18,1,168.33,3,1,1,Lost
U3290,31,2,591.47,2,3,4,Loyal
U3291,15,1,127.05,4,1,1,At Risk
U3292,40,1,224.69,1,1,2,Lost
U3294,8,3,1039.32,4,5,5,Champions
U3295,9,2,250.43,4,3,2,Loyal
U3296,31,2,150.9,2,3,1,At Risk
U3297,30,2,160.8,2,3,1,At Risk
U3299,29,1,424.95,2,1,3,At Risk
U3301,2,3,1091.65,5,5,5,Champions
U3302,11,1,408.48,4,1,3,At Risk
U3303,24,1,87.99,3,1,1,Lost
U3305,7,4,867.46,5,5,5,Champions
U3306,19,1,409.75,3,1,3,At Risk
U3308,22,1,90.56,3,1,1,Lost
U3309,17,1,125.53,3,1,1,Lost
